Order_ID,Component_ID,Vendor_ID,Route_ID,Order_Date,Contractual_Delivery_Date,Actual_Delivery_Date,Delivered_Qty,Ordered_Qty,Price_per_Unit,Actual_Lead_Days,Committed_Lead_Days,Shortfall,Shortfall_flag,Delay_Indicator
O0269,C02,V010,R016,25-10-2024,15-11-2024,16-11-2024,50,318,12.75,22,21,268,1,1
O0270,C05,V005,R024,05-11-2024,20-11-2024,05-11-2024,50,347,37,0,15,297,1,0
O0271,C01,V002,R003,01-10-2024,07-11-2024,29-10-2024,50,375,25.5,28,37,325,1,0
O0272,C02,V009,R027,01-10-2024,21-11-2024,29-10-2024,50,169,12.75,28,51,119,1,0
O0273,C03,V003,R023,04-11-2024,06-11-2024,02-11-2024,90,165,88,-2,2,75,1,0
O0274,C01,V011,R020,20-10-2024,21-11-2024,05-11-2024,71,231,25.5,16,32,160,1,0
O0275,C05,V006,R010,10-10-2024,21-11-2024,28-10-2024,50,574,37,18,42,524,1,0
O0276,C03,V014,R028,15-11-2024,21-11-2024,30-10-2024,166,234,88,-16,6,68,1,0
O0277,C03,V006,R010,20-10-2024,21-11-2024,10-11-2024,253,492,88,21,32,239,1,0
O0278,C05,V010,R023,10-11-2024,16-11-2024,29-10-2024,50,750,37,-12,6,700,1,0
O0279,C03,V007,R004,15-10-2024,06-11-2024,16-11-2024,50,136,88,32,22,86,1,1
O0280,C01,V006,R027,24-10-2024,20-11-2024,20-11-2024,108,283,25.5,27,27,175,1,1
O0281,C02,V007,R016,24-10-2024,21-11-2024,18-11-2024,98,244,12.75,25,28,146,1,0
O0282,C02,V007,R002,28-10-2024,15-11-2024,18-11-2024,192,362,12.75,21,18,170,1,1
O0283,C05,V009,R015,15-10-2024,20-11-2024,19-11-2024,538,750,37,35,36,212,1,0
O0284,C04,V007,R010,01-11-2024,12-11-2024,06-11-2024,202,458,65.2,5,11,256,1,0
O0285,C01,V007,R009,10-10-2024,21-11-2024,28-10-2024,187,256,25.5,18,42,69,1,0
O0286,C02,V002,R007,15-10-2024,30-10-2024,18-11-2024,50,445,12.75,34,15,395,1,1
O0287,C02,V014,R021,10-10-2024,28-10-2024,28-10-2024,87,435,12.75,18,18,348,1,1
O0288,C03,V006,R018,20-10-2024,20-11-2024,19-11-2024,50,433,88,30,31,383,1,0
O0289,C05,V004,R027,15-10-2024,06-11-2024,23-11-2024,50,224,37,39,22,174,1,1
O0290,C03,V001,R001,12-10-2024,06-11-2024,25-10-2024,50,404,88,13,25,354,1,0
O0291,C05,V005,R005,01-11-2024,15-11-2024,18-11-2024,204,750,37,17,14,546,1,1
O0292,C05,V009,R027,01-10-2024,06-11-2024,23-11-2024,117,136,37,53,36,19,1,1
O0293,C05,V004,R008,28-10-2024,12-11-2024,05-11-2024,242,530,37,8,15,288,1,0
O0294,C04,V002,R001,10-10-2024,15-11-2024,18-11-2024,50,59,65.2,39,36,9,1,1
O0295,C05,V003,R011,10-10-2024,07-11-2024,05-11-2024,377,666,37,26,28,289,1,0
O0296,C02,V006,R007,10-10-2024,04-11-2024,20-11-2024,50,252,12.75,41,25,202,1,1
O0297,C01,V005,R015,24-10-2024,04-11-2024,29-10-2024,77,166,25.5,5,11,89,1,0
O0298,C05,V015,R021,28-10-2024,15-11-2024,10-11-2024,467,750,37,13,18,283,1,0
O0299,C03,V006,R024,01-10-2024,15-10-2024,23-11-2024,161,345,88,53,14,184,1,1
O0300,C05,V004,R022,12-10-2024,30-10-2024,18-11-2024,346,750,37,37,18,404,1,1
O0301,C03,V003,R028,18-10-2024,06-11-2024,06-11-2024,96,115,88,19,19,19,1,1
O0302,C05,V002,R007,15-10-2024,15-11-2024,29-10-2024,110,336,37,14,31,226,1,0
O0303,C05,V003,R004,15-11-2024,16-11-2024,28-10-2024,210,737,37,-18,1,527,1,0
O0304,C05,V014,R023,10-10-2024,20-11-2024,20-11-2024,294,750,37,41,41,456,1,1
O0305,C03,V003,R003,04-11-2024,07-11-2024,19-11-2024,50,61,88,15,3,11,1,1
O0306,C03,V013,R021,05-10-2024,06-11-2024,17-11-2024,254,346,88,43,32,92,1,1
O0307,C02,V002,R007,01-11-2024,04-11-2024,10-11-2024,170,222,12.75,9,3,52,1,1
O0308,C05,V011,R013,20-10-2024,07-11-2024,30-10-2024,50,247,37,10,18,197,1,0
O0309,C05,V004,R005,20-10-2024,20-11-2024,17-11-2024,50,113,37,28,31,63,1,0
O0310,C01,V002,R022,05-11-2024,15-11-2024,05-11-2024,185,255,25.5,0,10,70,1,0
O0311,C01,V008,R029,10-10-2024,02-11-2024,29-10-2024,107,750,25.5,19,23,643,1,0
O0312,C03,V015,R004,18-10-2024,16-11-2024,30-10-2024,169,552,88,12,29,383,1,0
O0313,C05,V015,R019,28-10-2024,12-11-2024,18-11-2024,240,750,37,21,15,510,1,1
O0314,C05,V014,R005,01-10-2024,30-10-2024,23-11-2024,74,352,37,53,29,278,1,1
O0315,C05,V010,R029,15-10-2024,20-11-2024,18-11-2024,654,750,37,34,36,96,1,0
O0316,C01,V002,R008,01-10-2024,18-10-2024,10-11-2024,50,217,25.5,40,17,167,1,1
O0317,C03,V009,R018,10-10-2024,20-11-2024,02-11-2024,50,750,88,23,41,700,1,0
O0318,C02,V003,R021,28-10-2024,15-11-2024,17-11-2024,131,252,12.75,20,18,121,1,1
O0319,C02,V007,R011,01-10-2024,30-10-2024,23-11-2024,50,294,12.75,53,29,244,1,1
O0320,C01,V005,R025,01-11-2024,06-11-2024,20-11-2024,50,50,25.5,19,5,0,0,1
O0321,C05,V004,R023,15-10-2024,20-11-2024,17-11-2024,350,750,37,33,36,400,1,0
O0322,C02,V011,R010,01-11-2024,21-11-2024,05-11-2024,218,407,12.75,4,20,189,1,0
O0323,C05,V014,R006,12-10-2024,28-10-2024,17-11-2024,590,750,37,36,16,160,1,1
O0324,C03,V002,R001,01-10-2024,07-11-2024,10-11-2024,50,243,88,40,37,193,1,1
O0325,C02,V013,R027,05-10-2024,21-11-2024,23-11-2024,50,193,12.75,49,47,143,1,1
O0326,C02,V002,R018,15-11-2024,21-11-2024,20-11-2024,50,341,12.75,5,6,291,1,0
O0327,C05,V002,R014,01-11-2024,20-11-2024,20-11-2024,176,424,37,19,19,248,1,1
O0328,C05,V002,R022,15-10-2024,15-11-2024,05-11-2024,167,638,37,21,31,471,1,0
O0329,C03,V010,R008,12-10-2024,28-10-2024,10-11-2024,50,232,88,29,16,182,1,1
O0330,C05,V014,R027,15-10-2024,20-11-2024,19-11-2024,249,750,37,35,36,501,1,0
O0331,C05,V001,R014,10-10-2024,28-10-2024,18-11-2024,75,132,37,39,18,57,1,1
O0332,C02,V013,R002,05-10-2024,12-11-2024,20-11-2024,50,282,12.75,46,38,232,1,1
O0333,C05,V010,R006,12-10-2024,04-11-2024,30-10-2024,364,750,37,18,23,386,1,0
O0334,C03,V003,R009,10-10-2024,28-10-2024,18-11-2024,50,750,88,39,18,700,1,1
O0335,C01,V010,R005,12-10-2024,07-11-2024,30-10-2024,221,750,25.5,18,26,529,1,0
O0336,C05,V005,R021,24-10-2024,30-10-2024,25-10-2024,50,750,37,1,6,700,1,0
O0337,C02,V011,R001,15-10-2024,15-11-2024,20-11-2024,189,280,12.75,36,31,91,1,1
O0338,C03,V008,R001,12-10-2024,16-11-2024,06-11-2024,202,677,88,25,35,475,1,0
O0339,C03,V014,R020,24-10-2024,20-11-2024,06-11-2024,264,299,88,13,27,35,1,0
O0340,C02,V011,R005,05-10-2024,12-11-2024,28-10-2024,84,180,12.75,23,38,96,1,0
O0341,C03,V009,R005,15-11-2024,20-11-2024,17-11-2024,50,367,88,2,5,317,1,0
O0342,C02,V002,R007,05-10-2024,21-11-2024,25-10-2024,50,160,12.75,20,47,110,1,0
O0343,C05,V005,R011,05-10-2024,12-11-2024,29-10-2024,324,750,37,24,38,426,1,0
O0344,C05,V010,R028,01-11-2024,16-11-2024,19-11-2024,148,174,37,18,15,26,1,1
O0345,C05,V011,R026,15-10-2024,30-10-2024,10-11-2024,50,714,37,26,15,664,1,1
O0346,C05,V011,R011,24-10-2024,28-10-2024,18-11-2024,682,750,37,25,4,68,1,1
O0347,C05,V013,R006,18-10-2024,20-11-2024,28-10-2024,208,750,37,10,33,542,1,0
O0348,C01,V006,R012,12-10-2024,18-10-2024,18-11-2024,50,621,25.5,37,6,571,1,1
O0349,C05,V002,R026,15-10-2024,21-11-2024,16-11-2024,83,750,37,32,37,667,1,0
O0350,C02,V002,R002,12-10-2024,15-11-2024,18-11-2024,158,192,12.75,37,34,34,1,1
O0351,C02,V006,R001,10-10-2024,15-10-2024,06-11-2024,64,99,12.75,27,5,35,1,1
O0352,C04,V004,R007,20-10-2024,28-10-2024,10-11-2024,50,96,65.2,21,8,46,1,1
O0353,C03,V002,R014,04-11-2024,15-11-2024,16-11-2024,50,248,88,12,11,198,1,1
O0354,C03,V014,R027,01-10-2024,20-11-2024,20-11-2024,323,468,88,50,50,145,1,1
O0355,C05,V009,R028,05-11-2024,12-11-2024,02-11-2024,192,626,37,-3,7,434,1,0
O0356,C04,V014,R020,20-10-2024,28-10-2024,16-11-2024,50,225,65.2,27,8,175,1,1
O0357,C02,V015,R006,12-10-2024,04-11-2024,18-11-2024,151,334,12.75,37,23,183,1,1
O0358,C02,V006,R028,28-10-2024,30-10-2024,06-11-2024,117,362,12.75,9,2,245,1,1
O0359,C05,V003,R014,15-10-2024,21-11-2024,17-11-2024,633,750,37,33,37,117,1,0
O0360,C05,V011,R030,01-10-2024,28-10-2024,30-10-2024,50,459,37,29,27,409,1,1
O0361,C05,V005,R022,15-10-2024,30-10-2024,19-11-2024,209,750,37,35,15,541,1,1
O0362,C01,V010,R012,05-11-2024,06-11-2024,10-11-2024,50,50,25.5,5,1,0,0,1
O0363,C01,V002,R001,15-10-2024,06-11-2024,06-11-2024,50,173,25.5,22,22,123,1,1
O0364,C05,V014,R028,28-10-2024,20-11-2024,30-10-2024,50,380,37,2,23,330,1,0
O0365,C02,V007,R028,20-10-2024,30-10-2024,05-11-2024,141,407,12.75,16,10,266,1,1
O0366,C02,V007,R030,10-10-2024,15-11-2024,18-11-2024,50,50,12.75,39,36,0,0,1
O0367,C05,V003,R029,10-11-2024,21-11-2024,16-11-2024,81,191,37,6,11,110,1,0
O0368,C05,V005,R006,15-10-2024,30-10-2024,05-11-2024,186,584,37,21,15,398,1,1
O0369,C03,V012,R028,01-10-2024,30-10-2024,17-11-2024,688,750,88,47,29,62,1,1
O0370,C03,V003,R014,18-10-2024,15-11-2024,06-11-2024,50,261,88,19,28,211,1,0
O0371,C05,V002,R029,10-11-2024,12-11-2024,30-10-2024,246,662,37,-11,2,416,1,0
O0372,C04,V010,R010,20-10-2024,15-11-2024,18-11-2024,210,750,65.2,29,26,540,1,1
O0373,C05,V011,R005,05-10-2024,15-11-2024,10-11-2024,71,101,37,36,41,30,1,0
O0374,C05,V003,R015,10-10-2024,02-11-2024,17-11-2024,160,174,37,38,23,14,1,1
O0375,C01,V011,R030,20-10-2024,20-11-2024,23-11-2024,134,217,25.5,34,31,83,1,1
O0376,C02,V010,R016,01-11-2024,12-11-2024,18-11-2024,428,603,12.75,17,11,175,1,1
O0377,C02,V006,R015,01-10-2024,15-11-2024,28-10-2024,50,180,12.75,27,45,130,1,0
O0378,C04,V014,R019,01-11-2024,21-11-2024,19-11-2024,81,268,65.2,18,20,187,1,0
O0379,C02,V003,R010,12-10-2024,04-11-2024,18-11-2024,54,390,12.75,37,23,336,1,1
O0380,C05,V015,R020,05-10-2024,15-10-2024,16-11-2024,53,212,37,42,10,159,1,1
O0381,C02,V002,R020,05-10-2024,04-11-2024,10-11-2024,178,227,12.75,36,30,49,1,1
O0382,C05,V005,R014,12-10-2024,28-10-2024,19-11-2024,380,750,37,38,16,370,1,1
O0383,C03,V004,R020,01-10-2024,06-11-2024,19-11-2024,91,360,88,49,36,269,1,1
O0384,C02,V002,R022,20-10-2024,21-11-2024,29-10-2024,127,250,12.75,9,32,123,1,0
O0385,C01,V001,R014,05-10-2024,20-11-2024,29-10-2024,80,188,25.5,24,46,108,1,0
O0386,C03,V012,R030,10-11-2024,16-11-2024,06-11-2024,302,517,88,-4,6,215,1,0
O0387,C02,V007,R002,20-10-2024,12-11-2024,05-11-2024,198,290,12.75,16,23,92,1,0
O0388,C03,V013,R018,01-10-2024,15-11-2024,23-11-2024,160,180,88,53,45,20,1,1
O0389,C01,V003,R005,18-10-2024,16-11-2024,19-11-2024,50,94,25.5,32,29,44,1,1
O0390,C02,V015,R003,05-10-2024,04-11-2024,16-11-2024,307,635,12.75,42,30,328,1,1
O0391,C02,V004,R002,20-10-2024,04-11-2024,06-11-2024,162,309,12.75,17,15,147,1,1
O0392,C03,V006,R027,10-11-2024,20-11-2024,20-11-2024,50,750,88,10,10,700,1,1
O0393,C04,V009,R002,01-11-2024,20-11-2024,29-10-2024,127,236,65.2,-3,19,109,1,0
O0394,C01,V014,R022,01-10-2024,21-11-2024,17-11-2024,231,233,25.5,47,51,2,1,0
O0395,C02,V002,R026,20-10-2024,04-11-2024,10-11-2024,50,71,12.75,21,15,21,1,1
O0396,C05,V008,R021,10-10-2024,20-11-2024,02-11-2024,50,103,37,23,41,53,1,0
O0397,C03,V012,R015,04-11-2024,20-11-2024,19-11-2024,50,750,88,15,16,700,1,0
O0398,C02,V011,R024,01-11-2024,04-11-2024,10-11-2024,51,130,12.75,9,3,79,1,1
O0399,C03,V007,R005,05-11-2024,15-11-2024,10-11-2024,321,687,88,5,10,366,1,0
O0400,C05,V004,R026,05-10-2024,15-11-2024,29-10-2024,50,228,37,24,41,178,1,0
O0401,C04,V003,R029,01-11-2024,21-11-2024,19-11-2024,83,150,65.2,18,20,67,1,0
O0402,C03,V005,R003,04-11-2024,21-11-2024,20-11-2024,50,222,88,16,17,172,1,0
O0403,C05,V006,R012,15-10-2024,16-11-2024,28-10-2024,50,204,37,13,32,154,1,0
O0404,C02,V002,R005,10-10-2024,30-10-2024,29-10-2024,131,261,12.75,19,20,130,1,0
O0405,C03,V014,R005,04-11-2024,20-11-2024,20-11-2024,50,656,88,16,16,606,1,1
O0406,C04,V004,R003,12-10-2024,28-10-2024,28-10-2024,230,562,65.2,16,16,332,1,1
O0407,C05,V005,R004,15-10-2024,30-10-2024,10-11-2024,50,750,37,26,15,700,1,1
O0408,C05,V003,R007,25-10-2024,04-11-2024,23-11-2024,123,275,37,29,10,152,1,1
O0409,C03,V003,R020,05-10-2024,20-11-2024,20-11-2024,146,462,88,46,46,316,1,1
O0410,C02,V012,R006,05-11-2024,12-11-2024,23-11-2024,61,82,12.75,18,7,21,1,1
O0411,C04,V004,R015,01-11-2024,16-11-2024,16-11-2024,50,638,65.2,15,15,588,1,1
O0412,C02,V013,R010,12-10-2024,04-11-2024,25-10-2024,50,168,12.75,13,23,118,1,0
O0413,C04,V015,R014,12-10-2024,30-10-2024,18-11-2024,50,750,65.2,37,18,700,1,1
O0414,C03,V011,R017,10-10-2024,04-11-2024,05-11-2024,229,248,88,26,25,19,1,1
O0415,C03,V012,R017,01-10-2024,15-10-2024,25-10-2024,50,287,88,24,14,237,1,1
O0416,C02,V007,R009,05-10-2024,18-10-2024,18-11-2024,50,312,12.75,44,13,262,1,1
O0417,C04,V013,R013,28-10-2024,21-11-2024,18-11-2024,104,325,65.2,21,24,221,1,0
O0418,C01,V006,R010,24-10-2024,28-10-2024,20-11-2024,51,229,25.5,27,4,178,1,1
O0419,C03,V015,R012,24-10-2024,28-10-2024,30-10-2024,50,750,88,6,4,700,1,1
O0420,C01,V006,R009,05-10-2024,20-11-2024,19-11-2024,50,234,25.5,45,46,184,1,0
O0421,C03,V006,R015,15-10-2024,12-11-2024,28-10-2024,172,643,88,13,28,471,1,0
O0422,C03,V001,R003,10-10-2024,04-11-2024,30-10-2024,311,620,88,20,25,309,1,0
O0423,C03,V008,R021,01-10-2024,02-11-2024,06-11-2024,50,234,88,36,32,184,1,1
O0424,C05,V004,R007,01-10-2024,21-11-2024,20-11-2024,50,366,37,50,51,316,1,0
O0425,C03,V007,R029,01-11-2024,20-11-2024,20-11-2024,122,132,88,19,19,10,1,1
O0426,C02,V010,R002,01-10-2024,21-11-2024,06-11-2024,50,50,12.75,36,51,0,0,0
O0427,C02,V006,R019,15-10-2024,04-11-2024,17-11-2024,50,310,12.75,33,20,260,1,1
O0428,C05,V003,R005,12-10-2024,28-10-2024,30-10-2024,289,690,37,18,16,401,1,1
O0429,C02,V004,R004,20-10-2024,15-11-2024,16-11-2024,317,396,12.75,27,26,79,1,1
O0430,C02,V009,R020,05-10-2024,15-11-2024,05-11-2024,50,339,12.75,31,41,289,1,0
O0431,C02,V011,R011,01-10-2024,02-11-2024,10-11-2024,50,328,12.75,40,32,278,1,1
O0432,C02,V006,R020,01-11-2024,02-11-2024,10-11-2024,50,50,12.75,9,1,0,0,1
O0433,C02,V002,R021,05-10-2024,15-10-2024,16-11-2024,50,203,12.75,42,10,153,1,1
O0434,C05,V013,R027,20-10-2024,02-11-2024,20-11-2024,50,241,37,31,13,191,1,1
O0435,C04,V010,R022,01-10-2024,02-11-2024,20-11-2024,50,551,65.2,50,32,501,1,1
O0436,C05,V010,R015,28-10-2024,12-11-2024,05-11-2024,50,746,37,8,15,696,1,0
O0437,C03,V002,R016,18-10-2024,20-11-2024,19-11-2024,169,571,88,32,33,402,1,0
O0438,C02,V008,R027,28-10-2024,15-11-2024,23-11-2024,50,203,12.75,26,18,153,1,1
O0439,C05,V006,R010,10-10-2024,02-11-2024,20-11-2024,172,353,37,41,23,181,1,1
O0440,C03,V008,R029,10-10-2024,20-11-2024,06-11-2024,228,338,88,27,41,110,1,0
O0441,C01,V006,R018,05-10-2024,30-10-2024,10-11-2024,50,179,25.5,36,25,129,1,1
O0442,C01,V013,R016,28-10-2024,06-11-2024,23-11-2024,50,169,25.5,26,9,119,1,1
O0443,C05,V007,R021,15-10-2024,30-10-2024,05-11-2024,123,614,37,21,15,491,1,1
O0444,C02,V011,R024,01-10-2024,21-11-2024,16-11-2024,50,172,12.75,46,51,122,1,0
O0445,C02,V010,R017,20-10-2024,30-10-2024,29-10-2024,131,485,12.75,9,10,354,1,0
O0446,C04,V009,R029,20-10-2024,20-11-2024,30-10-2024,50,750,65.2,10,31,700,1,0
O0447,C01,V005,R002,25-10-2024,02-11-2024,17-11-2024,50,199,25.5,23,8,149,1,1
O0448,C02,V010,R004,01-10-2024,15-11-2024,17-11-2024,189,568,12.75,47,45,379,1,1
O0449,C01,V008,R022,24-10-2024,04-11-2024,25-10-2024,50,255,25.5,1,11,205,1,0
O0450,C02,V010,R020,05-10-2024,21-11-2024,29-10-2024,50,416,12.75,24,47,366,1,0
O0451,C01,V001,R007,05-11-2024,21-11-2024,25-10-2024,142,295,25.5,-11,16,153,1,0
O0452,C05,V006,R002,04-11-2024,06-11-2024,28-10-2024,734,750,37,-7,2,16,1,0
O0453,C03,V013,R014,24-10-2024,06-11-2024,19-11-2024,99,701,88,26,13,602,1,1
O0454,C03,V001,R010,18-10-2024,04-11-2024,29-10-2024,166,266,88,11,17,100,1,0
O0455,C01,V003,R021,04-11-2024,07-11-2024,20-11-2024,50,54,25.5,16,3,4,1,1
O0456,C01,V009,R022,10-11-2024,20-11-2024,18-11-2024,120,750,25.5,8,10,630,1,0
O0457,C03,V001,R029,24-10-2024,02-11-2024,28-10-2024,129,253,88,4,9,124,1,0
O0458,C05,V003,R017,05-10-2024,30-10-2024,18-11-2024,50,223,37,44,25,173,1,1
O0459,C04,V007,R002,12-10-2024,07-11-2024,17-11-2024,622,750,65.2,36,26,128,1,1
O0460,C03,V012,R004,10-11-2024,16-11-2024,17-11-2024,403,750,88,7,6,347,1,1
O0461,C02,V002,R004,25-10-2024,04-11-2024,16-11-2024,50,227,12.75,22,10,177,1,1
O0462,C02,V002,R015,24-10-2024,15-11-2024,02-11-2024,123,181,12.75,9,22,58,1,0
O0463,C05,V002,R017,05-10-2024,12-11-2024,25-10-2024,173,638,37,20,38,465,1,0
O0464,C02,V007,R008,15-10-2024,30-10-2024,18-11-2024,192,243,12.75,34,15,51,1,1
O0465,C05,V015,R024,01-10-2024,21-11-2024,16-11-2024,151,313,37,46,51,162,1,0
O0466,C01,V006,R016,10-10-2024,15-11-2024,02-11-2024,50,114,25.5,23,36,64,1,0
O0467,C05,V015,R010,20-10-2024,28-10-2024,30-10-2024,50,342,37,10,8,292,1,1
O0468,C05,V003,R010,05-10-2024,15-11-2024,10-11-2024,50,157,37,36,41,107,1,0
O0469,C04,V015,R015,25-10-2024,28-10-2024,17-11-2024,149,750,65.2,23,3,601,1,1
O0470,C01,V006,R002,10-10-2024,15-11-2024,05-11-2024,123,322,25.5,26,36,199,1,0
O0471,C04,V014,R003,18-10-2024,28-10-2024,10-11-2024,50,186,65.2,23,10,136,1,1
O0472,C04,V014,R012,18-10-2024,30-10-2024,19-11-2024,62,750,65.2,32,12,688,1,1
O0473,C03,V007,R026,12-10-2024,30-10-2024,02-11-2024,599,635,88,21,18,36,1,1
O0474,C03,V012,R029,10-11-2024,20-11-2024,20-11-2024,50,114,88,10,10,64,1,1
O0475,C05,V009,R014,28-10-2024,16-11-2024,05-11-2024,357,750,37,8,19,393,1,0
O0476,C01,V001,R027,15-10-2024,06-11-2024,02-11-2024,50,137,25.5,18,22,87,1,0
O0477,C01,V006,R003,18-10-2024,20-11-2024,25-10-2024,50,78,25.5,7,33,28,1,0
O0478,C01,V013,R008,18-10-2024,02-11-2024,25-10-2024,204,260,25.5,7,15,56,1,0
O0479,C01,V003,R021,18-10-2024,20-11-2024,23-11-2024,50,170,25.5,36,33,120,1,1
O0480,C03,V013,R014,10-10-2024,28-10-2024,10-11-2024,50,50,88,31,18,0,0,1
O0481,C02,V014,R009,10-10-2024,15-11-2024,30-10-2024,50,750,12.75,20,36,700,1,0
O0482,C01,V001,R026,01-10-2024,15-10-2024,23-11-2024,50,147,25.5,53,14,97,1,1
O0483,C02,V001,R007,18-10-2024,06-11-2024,10-11-2024,113,209,12.75,23,19,96,1,1
O0484,C02,V007,R021,20-10-2024,04-11-2024,16-11-2024,64,178,12.75,27,15,114,1,1
O0485,C05,V012,R029,15-10-2024,28-10-2024,16-11-2024,50,583,37,32,13,533,1,1
O0486,C02,V007,R002,24-10-2024,15-11-2024,16-11-2024,290,325,12.75,23,22,35,1,1
O0487,C04,V005,R030,05-10-2024,20-11-2024,10-11-2024,50,191,65.2,36,46,141,1,0
O0488,C05,V005,R023,28-10-2024,16-11-2024,30-10-2024,50,750,37,2,19,700,1,0
O0489,C03,V014,R010,10-10-2024,21-11-2024,02-11-2024,134,156,88,23,42,22,1,0
O0490,C05,V004,R010,15-11-2024,20-11-2024,16-11-2024,82,750,37,1,5,668,1,0
O0491,C05,V008,R009,28-10-2024,15-11-2024,18-11-2024,172,612,37,21,18,440,1,1
O0492,C01,V006,R015,05-11-2024,07-11-2024,05-11-2024,81,123,25.5,0,2,42,1,0
O0493,C02,V008,R021,28-10-2024,04-11-2024,30-10-2024,69,231,12.75,2,7,162,1,0
O0494,C02,V007,R012,01-11-2024,16-11-2024,10-11-2024,50,303,12.75,9,15,253,1,0
O0495,C05,V010,R004,15-10-2024,16-11-2024,23-11-2024,242,750,37,39,32,508,1,1
O0496,C05,V010,R010,18-10-2024,21-11-2024,06-11-2024,124,320,37,19,34,196,1,0
O0497,C05,V014,R024,10-10-2024,20-11-2024,29-10-2024,112,750,37,19,41,638,1,0
O0498,C02,V002,R004,10-11-2024,12-11-2024,29-10-2024,111,333,12.75,-12,2,222,1,0
O0499,C02,V004,R005,20-10-2024,21-11-2024,02-11-2024,135,711,12.75,13,32,576,1,0
O0500,C05,V013,R008,10-10-2024,16-11-2024,23-11-2024,50,343,37,44,37,293,1,1
O0501,C05,V003,R007,10-10-2024,20-11-2024,30-10-2024,195,521,37,20,41,326,1,0
O0502,C02,V001,R026,20-10-2024,04-11-2024,25-10-2024,50,168,12.75,5,15,118,1,0
O0503,C02,V005,R019,28-10-2024,12-11-2024,28-10-2024,90,393,12.75,0,15,303,1,0
O0504,C01,V015,R020,01-10-2024,28-10-2024,28-10-2024,133,750,25.5,27,27,617,1,1
O0505,C04,V003,R012,12-10-2024,07-11-2024,16-11-2024,220,343,65.2,35,26,123,1,1
O0506,C02,V011,R022,01-11-2024,15-11-2024,16-11-2024,50,350,12.75,15,14,300,1,1
O0507,C03,V007,R017,05-10-2024,28-10-2024,19-11-2024,50,377,88,45,23,327,1,1
O0508,C01,V015,R026,05-10-2024,15-10-2024,10-11-2024,154,287,25.5,36,10,133,1,1
O0509,C03,V004,R029,24-10-2024,20-11-2024,16-11-2024,518,750,88,23,27,232,1,0
O0510,C02,V011,R013,05-10-2024,04-11-2024,29-10-2024,50,288,12.75,24,30,238,1,0
O0511,C02,V004,R005,01-11-2024,02-11-2024,18-11-2024,113,335,12.75,17,1,222,1,1
O0512,C01,V008,R013,01-10-2024,06-11-2024,02-11-2024,50,87,25.5,32,36,37,1,0
O0513,C02,V012,R016,15-10-2024,21-11-2024,06-11-2024,63,336,12.75,22,37,273,1,0
O0514,C05,V002,R005,01-11-2024,12-11-2024,17-11-2024,348,750,37,16,11,402,1,1
O0515,C02,V007,R026,01-11-2024,04-11-2024,10-11-2024,50,374,12.75,9,3,324,1,1
O0516,C05,V004,R021,04-11-2024,20-11-2024,17-11-2024,497,750,37,13,16,253,1,0
O0517,C05,V005,R030,18-10-2024,30-10-2024,29-10-2024,382,750,37,11,12,368,1,0
O0518,C04,V014,R020,24-10-2024,04-11-2024,17-11-2024,50,190,65.2,24,11,140,1,1
O0519,C03,V013,R009,28-10-2024,06-11-2024,02-11-2024,87,232,88,5,9,145,1,0
O0520,C03,V014,R019,24-10-2024,20-11-2024,10-11-2024,62,357,88,17,27,295,1,0
O0521,C02,V001,R030,01-10-2024,28-10-2024,10-11-2024,50,144,12.75,40,27,94,1,1
O0522,C05,V014,R028,10-11-2024,20-11-2024,19-11-2024,246,310,37,9,10,64,1,0
O0523,C03,V014,R019,12-10-2024,07-11-2024,20-11-2024,198,359,88,39,26,161,1,1
O0524,C02,V013,R007,05-10-2024,21-11-2024,23-11-2024,50,190,12.75,49,47,140,1,1
O0525,C04,V002,R019,05-11-2024,21-11-2024,29-10-2024,241,427,65.2,-7,16,186,1,0
O0526,C02,V010,R011,20-10-2024,04-11-2024,29-10-2024,50,347,12.75,9,15,297,1,0
O0527,C03,V012,R024,04-11-2024,20-11-2024,10-11-2024,50,50,88,6,16,0,0,0
O0528,C03,V009,R011,24-10-2024,04-11-2024,10-11-2024,50,251,88,17,11,201,1,1
O0529,C03,V012,R024,10-11-2024,20-11-2024,29-10-2024,50,750,88,-12,10,700,1,0
O0530,C04,V004,R005,10-11-2024,15-11-2024,30-10-2024,270,489,65.2,-11,5,219,1,0
O0531,C03,V012,R005,10-11-2024,20-11-2024,19-11-2024,138,331,88,9,10,193,1,0
O0532,C02,V013,R022,01-11-2024,15-11-2024,29-10-2024,50,50,12.75,-3,14,0,0,0
O0533,C05,V003,R008,04-11-2024,15-11-2024,02-11-2024,299,463,37,-2,11,164,1,0
O0534,C02,V007,R025,20-10-2024,04-11-2024,10-11-2024,50,346,12.75,21,15,296,1,1
O0535,C02,V005,R010,05-10-2024,12-11-2024,20-11-2024,50,750,12.75,46,38,700,1,1
O0536,C03,V001,R019,05-11-2024,15-11-2024,19-11-2024,52,599,88,14,10,547,1,1
O0537,C01,V015,R029,15-10-2024,02-11-2024,16-11-2024,50,158,25.5,32,18,108,1,1
O0538,C05,V014,R029,10-11-2024,16-11-2024,30-10-2024,50,750,37,-11,6,700,1,0
O0539,C05,V014,R027,24-10-2024,20-11-2024,28-10-2024,78,750,37,4,27,672,1,0
